ID,ANSWER,AnswerAdjectives,AnswerEntities,AnswerNouns,Answerfirstsent,CLASS,QUESTION,QuestionsAdjectives,QuestionsEntities,QuestionsNouns
393,"Good sources of healthy fats include fresh cuts of non-processed meats, Fish, full fat Dairy like Yoghurt, Cheese, and Butter (these are typically low in lactose and may not impact you negatively), Eggs, Olives, Nuts, Seeds and Avocado.","['good', 'healthy', 'fresh', 'non-processed', 'full', 'fat', 'low']","['cuts', 'sources', 'fats', 'meats', 'fish', 'cheese', 'butter', 'dairy', 'yoghurt', 'lactose', 'eggs', 'olives', 'nuts', 'seeds', 'avocado']","['sources', 'fats', 'cuts', 'meats', 'fish', 'dairy', 'yoghurt', 'cheese', 'butter', 'lactose', 'eggs', 'olives', 'nuts', 'seeds', 'avocado']","good sources of healthy fats include fresh cuts of non-processed meats, fish, full fat dairy like yoghurt, cheese, and butter (these are typically low in lactose and may not impact you negatively), eggs, olives, nuts, seeds and avocado.",informationanddefinition,which foods contain healthy fats?,['healthy'],"['foods', 'fats']","['foods', 'fats']"
394,"Starchy vegetables include: Beans, Beetroot, Corn, Green peas, Parsnips, Pumpkin, Sweet potatoes, Butternut squash.","['starchy', 'green', 'sweet']","['vegetables', 'beans', 'green peas', 'beetroot', 'corn', 'parsnips', 'sweet potatoes', 'butternut squash', 'pumpkin']","['vegetables', 'beans', 'beetroot', 'corn', 'peas', 'parsnips', 'pumpkin', 'potatoes', 'butternut', 'squash']","starchy vegetables include: beans, beetroot, corn, green peas, parsnips, pumpkin, sweet potatoes, butternut squash.",management,Which vegetables should I avoid?,[],['vegetables'],['vegetables']
395,"A quick list of foods you should avoid include fatty snack foods, deep fried foods, cakes, biscuits, crisps, pastries, pies, chocolate, sweets and other high sugar snacks.","['quick', 'deep', 'other', 'high']","['foods', 'list', 'foods', 'fatty snack foods', 'cakes', 'biscuits', 'crisps', 'sweets', 'sugar snacks', 'pastries', 'pies', 'chocolate']","['list', 'foods', 'fatty', 'snack', 'foods', 'foods', 'cakes', 'biscuits', 'crisps', 'pastries', 'pies', 'chocolate', 'sweets', 'sugar', 'snacks']","a quick list of foods you should avoid include fatty snack foods, deep fried foods, cakes, biscuits, crisps, pastries, pies, chocolate, sweets and other high sugar snacks.",management,Which foods should I avoid?,[],['foods'],['foods']
396,"There are a fair few books that look at diabetes, low carb dieting and sugar consumption in detail. A few of my personal favourites are Gary Taubes’ “why we get fat and what to do about it” Jason Fungs “The Obesity Code: Unlocking the Secrets of Weight Loss” and “Carbs & Cals: Count your Carbs & Calories with over 1,700 Food & Drink Photos” by Chris Cheyette and Yello Balolia.","['fair', 'few', 'low']","['books', 'diabetes', 'sugar consumption', 'detail', 'dieting']","['books', 'diabetes', 'carb', 'dieting', 'sugar', 'consumption', 'detail']","there are a fair few books that look at diabetes, low carb dieting and sugar consumption in detail.",informationanddefinition,Are there any good books on low carb?,"['good', 'low']","['books', 'low carb']","['books', 'carb']"
397,"Personally, Im a sucker for some dark chocolate with heavy cream and a few berries. Lindt excellence 80% is my favourite.","['dark', 'heavy', 'few']","['sucker', 'dark chocolate', 'berries', 'cream']","['sucker', 'chocolate', 'cream', 'berries']","personally, im a sucker for some dark chocolate with heavy cream and a few berries.",informationanddefinition,Any low carb snack ideas?,['low'],['snack ideas'],"['carb', 'snack', 'ideas']"
398,"My favourite sweet treat is some dark chocolate, Lindt excellence 80% is my go to option, with heavy cream and a few berries.","['favourite', 'sweet', 'dark', 'heavy', 'few']","['dark chocolate', 'go', 'cream', 'berries', 'option']","['treat', 'chocolate', 'lindt', 'excellence', '%', 'go', 'option', 'cream', 'berries']","my favourite sweet treat is some dark chocolate, lindt excellence 80% is my go to option, with heavy cream and a few berries.",management,What low carb sweet treats are there?,"['low', 'sweet']",['treats'],"['carb', 'treats']"
399,"The Low Carb Program looks to stay at between 125-150 carbs per day. However, if you wish to go lower that’s okay too.",['low'],"['program', 'carbs']","['carb', 'program', 'carbs', 'day']",the low carb program looks to stay at between 125-150 carbs per day.,informationanddefinition,What’s the max carbs I can eat per day?,[],['max carbs'],"['max', 'carbs', 'day']"
400,"Technically, as carbohydrates aren’t an essential nutrient, the minimum carb intake per day is zero. However, this can be quite impractical for most people. The best course of action if you’re looking to further lower your carbohydrate consumption would be to take off another 20 grams per week until you reach an amount you’re happy with. Many of our low carb champions stick to around 40-80g of carbs per day.","['essential', 'minimum']","['carbohydrates', 'essential nutrient', 'intake']","['carbohydrates', 'nutrient', 'carb', 'intake', 'day']","technically, as carbohydrates aren’t an essential nutrient, the minimum carb intake per day is zero.",informationanddefinition,What’s the minimum amount of carbs I should eat per day?,['minimum'],"['amount', 'carbs']","['amount', 'carbs', 'day']"
401,"despite being geared towards type 2, as most individuals with Non-Alcoholic Fatty Liver disease  (NAFLD) also have insulin resistance, high blood pressure, and an increased type 2 risk, the Low Carb Program is an excellent way to reverse these things. The best treatment type for NAFLD is weight loss, which is prevalent on a low carb diet. In addition to this, there are many people on the programs who have actually been able to successfully treat their NAFLD through the Low Carb Program.","['most', 'non-alcoholic', 'high', 'low', 'excellent']","['type 2', 'program', 'individuals', 'insulin resistance', 'fatty liver disease', 'nafld', 'blood pressure', 'things', 'risk']","['type', 'individuals', 'fatty', 'liver', 'disease', 'insulin', 'resistance', 'blood', 'pressure', 'type', 'risk', 'carb', 'program', 'way', 'things']","despite being geared towards type 2, as most individuals with non-alcoholic fatty liver disease  (nafld) also have insulin resistance, high blood pressure, and an increased type 2 risk, the low carb program is an excellent way to reverse these things.",management,Will Low carb help my Non-Alcoholic Fatty Liver disease?,"['Low', 'Non-Alcoholic']","['carb', 'Non-Alcoholic Fatty Liver disease']","['carb', 'Fatty', 'Liver', 'disease']"
402,"For type 2 diabetes, fasting levels of 4 to 7 mmol/L (72 mg/dL to 126 mg/dL) are the recommended target. Around 90 minutes after eating, under 8.5 mmol/L (153.0 mg/dL) is the recommended target.",[],"['diabetes', 'fasting levels', 'target']","['type', 'diabetes', 'fasting', 'levels', 'mmol', 'l', 'mg', 'dl', 'mg', 'dl', 'target']","for type 2 diabetes, fasting levels of 4 to 7 mmol/l (72 mg/dl to 126 mg/dl) are the recommended target.",informationanddefinition,What are the target blood glucose levels?,[],['blood glucose levels'],"['target', 'blood', 'glucose', 'levels']"
403,"Despite type 1 and type 2 occurring via different mechanisms, both are related to an inability to create, process or use insulin. When this occurs, glucose is no longer efficiently absorbed into cells and stays in the blood stream. Long term, this can be quite damaging. Regardless of your type of diabetes, consuming fewer carbs can be very beneficial, even resulting in a significant decrease in medicine use.",['different'],"['type 1', 'type', 'mechanisms', 'both', 'process', 'insulin', 'inability']","['type', 'type', 'mechanisms', 'inability', 'process', 'insulin']","despite type 1 and type 2 occurring via different mechanisms, both are related to an inability to create, process or use insulin.",informationanddefinition,Will the low carb program work for type 1?,['low'],"['program work', 'type 1']","['carb', 'program', 'work', 'type']"
404,"sometimes, when changing your diet it can take a little while for your body to adjust. The key here is patience. Once your body realises that this is a lifestyle change and not simply a week long diet that will soon be over, you will start shedding more fat. Some factors that may be hindering your weight loss include consuming more carbs than you realise, not exercising frequently and (again) your body adjusting. Another excellent weight loss technique is intermittent fasting. This involves a period of around 16hrs in which you do not eat, followed by an 8hr period within which you consume your food for the day. This fits in perfectly with LCHF dieting as your body becomes adapted to burning fat for energy (of which you have stores) instead of sugar which is limited. Although if youre only just starting the program I’d say to be patient and see where youre at in a few weeks before you start looking to implement Intermittent fasting. ",['little'],"['diet', 'body']","['diet', 'while', 'body']","sometimes, when changing your diet it can take a little while for your body to adjust.",informationanddefinition,Why haven’t I lost any weight yet?,[],['weight'],['weight']
405,"One aspect of low carb dieting that is especially helpful for heart health is related to insulins impact on the kidneys, and thus your sodium (salt) levels. In addition to its role in glucose storage, insulin has been shown to increase kidney re-absorption of sodium. When you follow a low carb diet your insulin levels are lowered. This results in the kidneys drastically lowering their rate of re-absorption of sodium and water, leading to lower sodium levels and blood pressure. This makes the Low Carb Program an excellent dietary strategy to combat high blood pressure. For more practical ways to lower your salt intake, look to stay away from highly processed meats like bacon, sausages, cold cuts and frozen breaded meats. Canned and pickled vegetables, canned soup, seasonings and condiments can all be chocked full of salt. Its definitely worth checking the label.","['low', 'helpful']","['aspect', 'dieting', 'heart health', 'insulins impact', 'salt', 'levels', 'kidneys']","['aspect', 'carb', 'dieting', 'heart', 'health', 'insulins', 'impact', 'kidneys', 'sodium', 'salt', 'levels']","one aspect of low carb dieting that is especially helpful for heart health is related to insulins impact on the kidneys, and thus your sodium (salt) levels.",management,Will low carb help lower my blood pressure?,['low'],"['help', 'blood pressure']","['carb', 'help', 'blood', 'pressure']"
406,"One aspect of low carb dieting that is especially helpful for heart health is related to insulins impact on the kidneys, and thus your sodium (salt) levels. In addition to its role in glucose storage, insulin has been shown to increase kidney re-absorption of sodium. When you follow a low carb diet your insulin levels are lowered. This results in the kidneys drastically lowering their rate of re-absorption of sodium and water, leading to lower sodium levels and blood pressure. This makes the Low Carb Program an excellent dietary strategy to combat high blood pressure. For more practical ways to lower your salt intake, look to stay away from highly processed meats like bacon, sausages, cold cuts and frozen breaded meats. Canned and pickled vegetables, canned soup, seasonings and condiments can all be chocked full of salt. Its definitely worth checking the label.","['low', 'helpful']","['aspect', 'dieting', 'heart health', 'insulins impact', 'salt', 'levels', 'kidneys']","['aspect', 'carb', 'dieting', 'heart', 'health', 'insulins', 'impact', 'kidneys', 'sodium', 'salt', 'levels']","one aspect of low carb dieting that is especially helpful for heart health is related to insulins impact on the kidneys, and thus your sodium (salt) levels.",informationanddefinition,Is low carb high in salt?,"['low', 'high']","['high', 'salt']","['carb', 'salt']"
